BIL,State,Education District,School Level,Type of School,School Code,School Name,Correspondence Address,Poscode,City,Urban/Rural,Gov/Gov Aided,Enrollment,N. of Teachers,PreSchool,Integration,X Cood,Y Cood,Student:Teacher Ratio
5979,Negeri Sembilan,Ppd Jempol/Jelebu,Menengah,SMK,NEA0025,Sekolah Menengah Kebangsaan Dato' Undang Musa Al-Haj,"Km 2, Jalan Pertang, Kuala Klawang",71600,Jelebu,Luar Bandar,Kerajaan,656.0,67.0,Tiada,Ada,102.085,2.94833,9.791
5980,Negeri Sembilan,Ppd Jempol/Jelebu,Menengah,SMK,NEA0026,Sekolah Menengah Kebangsaan Dato' Undang Syed Ali Al-Jufri Simpang Gelami,Bt 4 1/2 Peradong Simpang Gelami,71600,Kuala Klawang,Luar Bandar,Kerajaan,401.0,33.0,Tiada,Tiada,102.122,2.96465,12.152
5981,Negeri Sembilan,Ppd Kuala Pilah,Menengah,SMK,NEA1080,Sekolah Menengah Kebangsaan Zaba,Jalan Tampin,72000,Kuala Pilah,Bandar,Kerajaan,344.0,50.0,Tiada,Ada,102.248467,2.727953,6.88
5982,Negeri Sembilan,Ppd Kuala Pilah,Menengah,SMK,NEA1081,Sekolah Menengah Kebangsaan Dangi,"Km 27, Jalan Bahau",73100,Johol,Luar Bandar,Kerajaan,84.0,17.0,Tiada,Tiada,102.32,2.64307,4.941
5983,Negeri Sembilan,Ppd Kuala Pilah,Menengah,SMK,NEA1083,Sekolah Menengah Kebangsaan Juasseh,"Km12, Jalan Kuala Pilah Bahau",72500,Juasseh,Luar Bandar,Kerajaan,419.0,47.0,Tiada,Ada,102.305403,2.785261,8.915
5984,Negeri Sembilan,Ppd Kuala Pilah,Menengah,SMK,NEA1084,Sekolah Menengah Kebangsaan Senaling,Km 2 Jalan Tampin Kuala Pilah,72000,Kuala Pilah,Bandar,Kerajaan,234.0,31.0,Tiada,Ada,102.255,2.70556,7.548
5985,Negeri Sembilan,Ppd Port Dickson,Menengah,SMK,NEA2052,Sekolah Menengah Kebangsaan Raja Jumaat,Km5 Jalan Seremban,71007,Port Dickson,Bandar,Kerajaan,1081.0,83.0,Tiada,Tiada,101.81,2.55867,13.024
5986,Negeri Sembilan,Ppd Port Dickson,Menengah,SMK,NEA2053,Sekolah Menengah Kebangsaan Datuk Haji Abdul Samad,"Batu 1 1/2, Jalan Esso",71000,Port Dickson,Bandar,Kerajaan,817.0,81.0,Tiada,Ada,101.816,2.5275,10.086
5987,Negeri Sembilan,Ppd Port Dickson,Menengah,SMK,NEA2055,Sekolah Menengah Kebangsaan Yam Tuan Radin,"Km 11, Jalan Seremban",71010,Lukut,Luar Bandar,Kerajaan,1076.0,85.0,Tiada,Ada,101.857,2.58377,12.659
5988,Negeri Sembilan,Ppd Port Dickson,Menengah,SMK,NEA2056,Sekolah Menengah Kebangsaan Kampung Baru Sirusa,Kampung Baru Si Rusa,71050,Port Dickson,Bandar,Kerajaan,532.0,51.0,Tiada,Ada,101.851,2.507869,10.431
5989,Negeri Sembilan,Ppd Port Dickson,Menengah,SMK,NEA2057,Sekolah Menengah Kebangsaan Intan Perdana,"Bt.9, Jalan Pantai, Si Rusa",71050,Port Dickson,Bandar,Kerajaan,922.0,59.0,Tiada,Tiada,101.874273,2.4494438,15.627
5990,Negeri Sembilan,Ppd Rembau,Menengah,SMK,NEA3035,Sekolah Menengah Kebangsaan Dato' Sedia Raja,Km 27 Jalan Seremban Tampin,71309,Rembau,Bandar,Kerajaan,773.0,77.0,Tiada,Tiada,102.077,2.59612,10.039
5991,Negeri Sembilan,Ppd Rembau,Menengah,SMK,NEA3036,Sekolah Menengah Kebangsaan Dato' Undang Haji Adnan,"Km 11, Jalan Tampin Seremban",71350,Kota,Luar Bandar,Kerajaan,489.0,52.0,Tiada,Ada,102.158,2.52341,9.404
5992,Negeri Sembilan,Ppd Rembau,Menengah,SBP,NEA3037,Sekolah Menengah Sains Rembau,Pilin,71300,Rembau,Bandar,Kerajaan,824.0,64.0,Tiada,Tiada,102.049103,2.522805,12.875
5993,Negeri Sembilan,Ppd Rembau,Menengah,SMK,NEA3038,Sekolah Menengah Kebangsaan Pedas,Kampung Batu 2,71400,Pedas,Bandar,Kerajaan,472.0,49.0,Tiada,Ada,102.047717,2.593894,9.633
5994,Negeri Sembilan,Ppd Seremban,Menengah,SMK,NEA4088,Sekolah Menengah Kebangsaan Tunku Ampuan Durah,Jalan Sikamat,70400,Seremban,Bandar,Kerajaan,1355.0,133.0,Tiada,Ada,101.961,2.73639,10.188
5995,Negeri Sembilan,Ppd Seremban,Menengah,SMK,NEA4090,Sekolah Menengah Kebangsaan Bukit Mewah,Jalan Tok Ungku,70100,Seremban,Bandar,Kerajaan,2098.0,119.0,Tiada,Tiada,101.944066,2.694171,17.63
5996,Negeri Sembilan,Ppd Seremban,Menengah,SMK,NEA4098,Sekolah Menengah Kebangsaan Dato' Shahardin,"Batu 10, Jalan Labu",71900,Labu,Bandar,Kerajaan,549.0,58.0,Tiada,Ada,101.826,2.75747,9.466
5997,Negeri Sembilan,Ppd Seremban,Menengah,SMK,NEA4099,Sekolah Menengah Kebangsaan Mambau,"Jalan Port Dickson, Km 12",70300,Seremban,Bandar,Kerajaan,807.0,82.0,Tiada,Ada,101.91,2.6575,9.841
5998,Negeri Sembilan,Ppd Seremban,Menengah,SMK,NEA4100,Sekolah Menengah Kebangsaan Senawang,Taman Marida,70450,Seremban,Bandar,Kerajaan,1357.0,93.0,Tiada,Tiada,101.983,2.6989,14.591
5999,Negeri Sembilan,Ppd Seremban,Menengah,SMK,NEA4101,Sekolah Menengah Kebangsaan Dato' Haji Mohd Redza,"Km 5, Jalan Sikamat",70400,Seremban,Bandar,Kerajaan,791.0,76.0,Tiada,Tiada,101.959,2.7334,10.408
6000,Negeri Sembilan,Ppd Seremban,Menengah,SMK,NEA4102,Sekolah Menengah Kebangsaan Pendeta Za'Ba,Taman Paroi Jaya,70400,Seremban,Bandar,Kerajaan,1126.0,99.0,Tiada,Ada,101.989,2.72487,11.374
6001,Negeri Sembilan,Ppd Seremban,Menengah,SMK,NEA4103,Sekolah Menengah Kebangsaan Kompleks Klia,Kompleks Kuarters Klia,71800,Nilai,Bandar,Kerajaan,982.0,81.0,Tiada,Ada,101.760465,2.767873,12.123
6002,Negeri Sembilan,Ppd Seremban,Menengah,SMK,NEA4104,Sekolah Menengah Kebangsaan Desa Cempaka,"Jln Bbn 6/2C,Tmn Desa Cempaka, Bandar Baru Nilai",71800,Nilai,Bandar,Kerajaan,1498.0,112.0,Tiada,Ada,101.768337,2.797892,13.375
6003,Negeri Sembilan,Ppd Seremban,Menengah,SMK,NEA4105,Sekolah Menengah Kebangsaan Taman Semarak,Jalan Ts2/1D Taman Semarak,71800,Nilai,Bandar,Kerajaan,1244.0,93.0,Tiada,Ada,101.814504,2.821353,13.376
6004,Negeri Sembilan,Ppd Seremban,Menengah,SMK,NEA4106,Sekolah Menengah Kebangsaan Seri Pagi,Tmn Seri Pagi Senawang,70450,Seremban,Bandar,Kerajaan,1788.0,118.0,Tiada,Tiada,101.988,2.71003,15.153
6005,Negeri Sembilan,Ppd Seremban,Menengah,SMK,NEA4107,Sekolah Menengah Kebangsaan Taman Tuanku Jaafar,Sg. Gadut,71450,Seremban,Bandar,Kerajaan,1289.0,100.0,Tiada,Ada,101.998444,2.662376,12.89
6006,Negeri Sembilan,Ppd Seremban,Menengah,SBP,NEA4108,Sekolah Menengah Sains Tuanku Munawir,"Km 6, Jalan Sikamat",70400,Seremban,Bandar,Kerajaan,559.0,53.0,Tiada,Tiada,101.963,2.73579,10.547
6007,Negeri Sembilan,Ppd Seremban,Menengah,SMK,NEA4109,Sekolah Menengah Kebangsaan Seremban 2,"Persiaran S2/A4, Seremban 2",70300,Seremban,Bandar,Kerajaan,1342.0,91.0,Tiada,Ada,101.904623,2.701281,14.747
6008,Negeri Sembilan,Ppd Seremban,Menengah,SMK,NEA4110,Sekolah Menengah Kebangsaan Panchor,Jalan Seremban Kuala Pilah,70400,Seremban,Bandar,Kerajaan,805.0,66.0,Tiada,Ada,102.013266,2.724179,12.197
6009,Negeri Sembilan,Ppd Seremban,Menengah,SMK,NEA4111,Sekolah Menengah Kebangsaan Seremban Jaya,Taman Seremban Jaya,70450,Seremban,Bandar,Kerajaan,1200.0,94.0,Tiada,Ada,101.969,2.67804,12.766
6010,Negeri Sembilan,Ppd Seremban,Menengah,SMK,NEA4112,Sekolah Menengah Kebangsaan Bukit Kepayang,"Garden Homes, Seremban 2",70300,Seremban,Bandar,Kerajaan,1200.0,95.0,Tiada,Ada,101.907,2.68045,12.632
6011,Negeri Sembilan,Ppd Seremban,Menengah,SMK,NEA4113,Sekolah Menengah Kebangsaan Seremban Jaya 2,Taman Seremban Jaya,70450,Seremban,Bandar,Kerajaan,913.0,56.0,Tiada,Tiada,101.973159,2.668051,16.304
6012,Negeri Sembilan,Ppd Seremban,Menengah,SMK,NEA4114,Sekolah Menengah Kebangsaan Taman Forest Heights,"Precint 4, Persiaran Forest Heights 2",70450,Seremban,Bandar,Kerajaan,781.0,92.0,Tiada,Tiada,101.982507,2.699927,8.489
6013,Negeri Sembilan,Ppd Seremban,Menengah,SMK,NEA4115,Sekolah Menengah Kebangsaan Warisan Puteri,Bandar Warisan Puteri,70400,Seremban,Bandar,Kerajaan,517.0,47.0,Tiada,Ada,101.97402,2.740567,11.0
6014,Negeri Sembilan,Ppd Seremban,Menengah,SMK,NEA4116,Sekolah Menengah Kebangsaan Dato' Shamsudin Nain,Batu 13 1/2 Jalan Linsum,71200,Rantau,Bandar,Kerajaan,620.0,57.0,Tiada,Ada,101.961,2.57325,10.877
6015,Negeri Sembilan,Ppd Seremban,Menengah,SMK,NEA4117,Sekolah Menengah Kebangsaan Seremban 3,Jalan Seremban 3/26,70300,Seremban,Bandar,Kerajaan,522.0,41.0,Tiada,Tiada,101.94,2.681,12.732
6016,Negeri Sembilan,Ppd Seremban,Menengah,SBP,NEA4118,Sekolah Menengah Sains Tuanku Aishah Rohani,Jalan Tunku Kurshiah,70400,Seremban,Bandar,Kerajaan,588.0,54.0,Tiada,Tiada,101.951849,2.7361075,10.889
6017,Negeri Sembilan,Ppd Seremban,Menengah,SMK,NEA4119,Sekolah Menengah Kebangsaan Chan Wa Ii,Taman Bukit Galena,70200,Seremban,Bandar,Bantuan Kerajaan,1253.0,77.0,Tiada,Tiada,101.903692,2.738099,16.273
6018,Negeri Sembilan,Ppd Seremban,Menengah,SMK,NEA4120,Sekolah Menengah Kebangsaan Bandar Baru Sri Sendayan,Bandar Sri Sendayan,71950,Seremban,Bandar,Kerajaan,781.0,56.0,Tiada,Tiada,101.883791,2.662787,13.946
6019,Negeri Sembilan,Ppd Seremban,Menengah,SMK,NEA4121,Sekolah Menengah Kebangsaan Bandar Enstek,"Lot Pt 33903, Bandar Baru Enstek",71760,Bandar Baru Enstek,Bandar,Kerajaan,622.0,47.0,Tiada,Tiada,101.768187,2.751199,13.234
6020,Negeri Sembilan,Ppd Tampin,Menengah,SMK,NEA5051,Sekolah Menengah Kebangsaan Pasir Besar,Felda Pasir Besar,73420,Gemas,Bandar,Kerajaan,310.0,38.0,Tiada,Ada,102.541,2.65405,8.158
6021,Negeri Sembilan,Ppd Tampin,Menengah,SMK,NEA5052,Sekolah Menengah Kebangsaan Tunku Syed Idrus,"Km1, Jalan Seremban",73000,Tampin,Bandar,Kerajaan,784.0,77.0,Tiada,Ada,102.227,2.47534,10.182
6022,Negeri Sembilan,Ppd Tampin,Menengah,SMK,NEA5054,Sekolah Menengah Kebangsaan Bukit Rokan,Felda Bukit Rokan,73200,Gemencheh,Bandar,Kerajaan,209.0,30.0,Tiada,Ada,102.399858,2.607554,6.967
6023,Negeri Sembilan,Ppd Tampin,Menengah,SMK,NEA5055,Sekolah Menengah Kebangsaan Gemas,Km1 Jalan Besar Gemas-Tampin,73400,Gemas,Bandar,Kerajaan,644.0,56.0,Tiada,Ada,102.595,2.57891,11.5
6024,Negeri Sembilan,Ppd Tampin,Menengah,SMK,NEA5056,Sekolah Menengah Kebangsaan Jelai,Felda Jelai,73480,Gemas,Bandar,Kerajaan,483.0,49.0,Tiada,Ada,102.484,2.64929,9.857
6025,Negeri Sembilan,Ppd Tampin,Menengah,SMK,NEA5057,Sekolah Menengah Kebangsaan Taman Indah,"Km 2, Jalan Tampin Gemas",73000,Tampin,Bandar,Kerajaan,319.0,41.0,Tiada,Ada,102.242679,2.480138,7.78
6026,Negeri Sembilan,Ppd Jempol/Jelebu,Menengah,SMK,NEA6001,Sekolah Menengah Kebangsaan Bahau,"Km 3, Jalan Rompin",72100,Bahau,Bandar,Kerajaan,959.0,89.0,Tiada,Ada,102.413,2.79968,10.775
6027,Negeri Sembilan,Ppd Jempol/Jelebu,Menengah,SMK,NEA6002,Sekolah Menengah Kebangsaan (Felda) Pasoh 2,Felda Pasoh 2,72300,Simpang Pertang,Luar Bandar,Kerajaan,178.0,28.0,Tiada,Tiada,102.301,2.94342,6.357
6028,Negeri Sembilan,Ppd Jempol/Jelebu,Menengah,SMK,NEA6003,Sekolah Menengah Kebangsaan Seri Perpatih,"Pusat Bandar Palong 4, 5 & 6",73430,Gemas,Luar Bandar,Kerajaan,431.0,56.0,Tiada,Ada,102.647,2.7415,7.696
6029,Negeri Sembilan,Ppd Kuala Pilah,Menengah,SMK,NEA6004,Sekolah Menengah Kebangsaan Jelai,Jelai Kuala Pilah,73100,Johol,Luar Bandar,Kerajaan,351.0,40.0,Tiada,Tiada,102.363,2.70447,8.775
6030,Negeri Sembilan,Ppd Jempol/Jelebu,Menengah,SMK,NEA6005,Sekolah Menengah Kebangsaan (Felda) Palong Dua,Felda Palong 2,73450,Gemas,Luar Bandar,Kerajaan,160.0,28.0,Tiada,Tiada,102.586,2.73399,5.714
6031,Negeri Sembilan,Ppd Jempol/Jelebu,Menengah,SMK,NEA6006,Sekolah Menengah Kebangsaan (Felda) Lui Barat,Bandar Seri Jempol,72120,Bandar Seri Jempol,Luar Bandar,Kerajaan,561.0,68.0,Tiada,Ada,102.378839,2.955641,8.25
6032,Negeri Sembilan,Ppd Jempol/Jelebu,Menengah,SMK,NEA6007,Sekolah Menengah Kebangsaan (Felda) Palong 7,Felda Palong Tujuh,73470,Gemas,Luar Bandar,Kerajaan,356.0,40.0,Tiada,Tiada,102.671,2.82449,8.9
6033,Negeri Sembilan,Ppd Jempol/Jelebu,Menengah,SMK,NEA6008,Sekolah Menengah Kebangsaan (Felda) Bandar Baru Serting,Bandar Seri Jempol,72120,Bandar Seri Jempol,Bandar,Kerajaan,532.0,58.0,Tiada,Tiada,102.405653,2.892037,9.172
6034,Negeri Sembilan,Ppd Jempol/Jelebu,Menengah,SMK,NEA6009,Sekolah Menengah Kebangsaan Serting Hilir Kompleks,Felda Serting Hilir 4,72120,Bandar Seri Jempol,Luar Bandar,Kerajaan,495.0,53.0,Tiada,Ada,102.501,2.9473,9.34
6035,Negeri Sembilan,Ppd Jempol/Jelebu,Menengah,SMK,NEA6010,Sekolah Menengah Kebangsaan Alam Beraja,Felda Palong Sebelas,73430,Gemas,Luar Bandar,Kerajaan,388.0,42.0,Tiada,Ada,102.57725,2.789462,9.238
6036,Negeri Sembilan,Ppd Jempol/Jelebu,Menengah,SMK,NEA6011,Sekolah Menengah Kebangsaan Seri Jempol,Bandar Seri Jempol,72120,Bandar Seri Jempol,Bandar,Kerajaan,399.0,48.0,Tiada,Ada,102.407,2.90541,8.312
6037,Negeri Sembilan,Ppd Jempol/Jelebu,Menengah,SMK,NEA6012,Sekolah Menengah Kebangsaan Bahau 2,Pekan Mahsan,72100,Bahau,Bandar,Kerajaan,340.0,37.0,Tiada,Tiada,102.409,2.83515,9.189
6038,Negeri Sembilan,Ppd Jempol/Jelebu,Menengah,SMK,NEB0026,Sekolah Menengah Kebangsaan Undang Jelebu,Km3 Jalan Petaling,71600,Kuala Klawang,Luar Bandar,Kerajaan,465.0,40.0,Tiada,Tiada,102.058837,2.953477,11.625
6039,Negeri Sembilan,Ppd Jempol/Jelebu,Menengah,SMK,NEB0027,Sekolah Menengah Kebangsaan Pertang,"Km 1, Jalan Gelang",72300,Simpang Pertang,Luar Bandar,Kerajaan,288.0,32.0,Tiada,Ada,102.215775,2.956321,9.0
6040,Negeri Sembilan,Ppd Kuala Pilah,Menengah,SMK,NEB1081,Sekolah Menengah Kebangsaan Tuanku Muhammad,Km 2 Jalan Tampin,72000,Kuala Pilah,Bandar,Kerajaan,752.0,87.0,Tiada,Ada,102.249511,2.729257,8.644
6041,Negeri Sembilan,Ppd Kuala Pilah,Menengah,SMK,NEB1082,Sekolah Menengah Kebangsaan Tunku Kurshiah,"Km2 , Jln Tampin",72000,Kuala Pilah,Bandar,Kerajaan,360.0,38.0,Tiada,Tiada,102.246,2.7297,9.474
6042,Negeri Sembilan,Ppd Kuala Pilah,Menengah,SMK,NEB1083,Sekolah Menengah Kebangsaan Chung Hua,Km2 Jln Tampin,72000,Kuala Pilah,Bandar,Bantuan Kerajaan,483.0,44.0,Tiada,Tiada,102.249,2.73304,10.977
6043,Negeri Sembilan,Ppd Port Dickson,Menengah,SMK,NEB2054,Sekolah Menengah Kebangsaan Tinggi Port Dickson,"Km 3, Jalan Pantai",71000,Port Dickson,Bandar,Kerajaan,1440.0,128.0,Tiada,Tiada,101.821,2.523061,11.25
6044,Negeri Sembilan,Ppd Rembau,Menengah,SMK,NEB3036,Sekolah Menengah Kebangsaan Undang Rembau,Jalan Batu Hampar,71309,Rembau,Bandar,Kerajaan,939.0,93.0,Tiada,Ada,102.097,2.58695,10.097
6045,Negeri Sembilan,Ppd Seremban,Menengah,SMK,NEB4089,Sekolah Menengah Kebangsaan King George V,Jln Zaaba,70100,Seremban,Bandar,Kerajaan,1210.0,106.0,Tiada,Tiada,101.945,2.71865,11.415
6046,Negeri Sembilan,Ppd Seremban,Menengah,SMK,NEB4090,Sekolah Menengah Kebangsaan St Paul,Jln Tan Sri Manickavasagam,70200,Seremban,Bandar,Bantuan Kerajaan,1160.0,102.0,Tiada,Tiada,101.933,2.72868,11.373
6047,Negeri Sembilan,Ppd Seremban,Menengah,SMK,NEB4091,Sekolah Menengah Kebangsaan Methodist Acs,Jalan Lintang,70000,Seremban,Bandar,Bantuan Kerajaan,796.0,62.0,Tiada,Tiada,101.936035,2.723251,12.839
6048,Negeri Sembilan,Ppd Seremban,Menengah,SMK,NEB4092,Sekolah Menengah Kebangsaan Puteri,Jalan Labu Lama,70200,Seremban,Bandar,Kerajaan,1044.0,83.0,Tiada,Tiada,101.922,2.72525,12.578
6049,Negeri Sembilan,Ppd Seremban,Menengah,SMK,NEB4093,Sekolah Menengah Kebangsaan Seri Ampangan,Jalan Kuala Pilah,70400,Seremban,Bandar,Kerajaan,1101.0,88.0,Tiada,Tiada,101.969441,2.725783,12.511
6050,Negeri Sembilan,Ppd Seremban,Menengah,SMK,NEB4094,Sekolah Menengah Kebangsaan Chan Wa,219-220 Jalan Temiang,70200,Seremban,Bandar,Bantuan Kerajaan,1505.0,83.0,Tiada,Tiada,101.94,2.7404,18.133
6051,Negeri Sembilan,Ppd Seremban,Menengah,SMK,NEB4095,Sekolah Menengah Kebangsaan Tunku Ampuan Najihah,Jln Han Hui Foong,70200,Seremban,Bandar,Kerajaan,488.0,50.0,Tiada,Tiada,101.936,2.74123,9.76
6052,Negeri Sembilan,Ppd Seremban,Menengah,SBP,NEB4096,Kolej Tunku Kurshiah,Bandar Enstek,71760,Seremban,Bandar,Kerajaan,714.0,74.0,Tiada,Tiada,101.793095,2.728225,9.649
6053,Negeri Sembilan,Ppd Seremban,Menengah,SMK,NEB4097,Sekolah Menengah Kebangsaan Dato Sheikh Ahmad,Jalan Tunku Kurshiah,70400,Seremban,Bandar,Kerajaan,652.0,70.0,Tiada,Ada,101.95,2.73816,9.314
6054,Negeri Sembilan,Ppd Seremban,Menengah,SBP,NEB4137,Sekolah Menengah Datuk Abdul Razak,Jalan Rantau Sungai Gadut,71450,Seremban,Bandar,Kerajaan,634.0,60.0,Tiada,Tiada,101.9895412,2.642876,10.567
6055,Negeri Sembilan,Ppd Jempol/Jelebu,Menengah,SMK,NEB6001,Sekolah Menengah Kebangsaan Chi Wen,Jalan Raja Muda Serting,72100,Bahau,Bandar,Bantuan Kerajaan,655.0,52.0,Tiada,Tiada,102.404,2.80952,12.596
6056,Negeri Sembilan,Ppd Jempol/Jelebu,Menengah,SMK,NEE0028,Sekolah Menengah Kebangsaan Teriang Hilir,Km 1 Jalan Sungai Buloh,72400,Simpang Durian,Luar Bandar,Kerajaan,531.0,58.0,Tiada,Ada,102.226,3.09972,9.155
6057,Negeri Sembilan,Ppd Kuala Pilah,Menengah,SMK,NEE1086,Sekolah Menengah Kebangsaan Tunku Besar Burhanuddin,Jalan Kelab Golf Diraja Seri Menanti,71550,Seri Menanti,Luar Bandar,Kerajaan,491.0,47.0,Tiada,Ada,102.161,2.70015,10.447
6058,Negeri Sembilan,Ppd Kuala Pilah,Menengah,SMK,NEE1087,Sekolah Menengah Kebangsaan Dato' Abdul Samad,Km 30 Jalan Seremban-Kuala Pilah,71500,Tanjong Ipoh,Luar Bandar,Kerajaan,530.0,53.0,Tiada,Tiada,102.183,2.74078,10.0
6059,Negeri Sembilan,Ppd Kuala Pilah,Menengah,SMK,NEE1088,Sekolah Menengah Kebangsaan Datuk Undang Abdul Manap,"Km 3, Pekan Johol",73100,Johol,Luar Bandar,Kerajaan,475.0,51.0,Tiada,Ada,102.256125,2.574477,9.314
6060,Negeri Sembilan,Ppd Kuala Pilah,Menengah,SBP,NEE1098,Sekolah Menengah Sains Tuanku Jaafar,Jalan Kampung Gentam,72000,Kuala Pilah,Bandar,Kerajaan,692.0,65.0,Tiada,Tiada,102.245,2.75556,10.646
6061,Negeri Sembilan,Ppd Port Dickson,Menengah,SMK,NEE2057,Sekolah Menengah Kebangsaan Datuk Muhammad Yusof,"Km2, Jalan Seremban",71150,Linggi,Luar Bandar,Kerajaan,283.0,35.0,Tiada,Ada,102.003411,2.495153,8.086
6062,Negeri Sembilan,Ppd Port Dickson,Menengah,SMK,NEE2064,Sekolah Menengah Kebangsaan Pasir Panjang,"Bt 17, Jln Pantai",71250,Pasir Panjang,Luar Bandar,Kerajaan,464.0,50.0,Tiada,Ada,101.938,2.428111,9.28
6063,Negeri Sembilan,Ppd Port Dickson,Menengah,SMK,NEE2065,Sekolah Menengah Kebangsaan Tanah Merah,"Km 8, Jalan Sepang",71960,Port Dickson,Bandar,Kerajaan,629.0,56.0,Tiada,Ada,101.801,2.615281,11.232
6064,Negeri Sembilan,Ppd Port Dickson,Menengah,SMK,NEE2068,Sekolah Menengah Kebangsaan Bukit Saujana,"Km7, Jalan Pantai, Bagan Pinang",71050,Port Dickson,Luar Bandar,Kerajaan,750.0,71.0,Tiada,Ada,101.839,2.504069,10.563
6065,Negeri Sembilan,Ppd Rembau,Menengah,SMK,NEE3037,Sekolah Menengah Kebangsaan Datuk Abdullah,Astana Raja,71350,Kota,Bandar,Kerajaan,419.0,47.0,Tiada,Ada,102.118,2.50936,8.915
6066,Negeri Sembilan,Ppd Seremban,Menengah,SMK,NEE4098,Sekolah Menengah Kebangsaan Dato' Klana Putra,"Bt 14, Jalan Besar Lenggeng",71750,Lenggeng,Luar Bandar,Kerajaan,672.0,61.0,Tiada,Ada,101.939428,2.866882,11.016
6067,Negeri Sembilan,Ppd Seremban,Menengah,SMK,NEE4099,Sekolah Menengah Kebangsaan Rantau,"Km 11, Jln Linsum",71200,Seremban,Bandar,Kerajaan,725.0,69.0,Tiada,Tiada,101.961,2.57616,10.507
6068,Negeri Sembilan,Ppd Seremban,Menengah,SMK,NEE4100,Sekolah Menengah Kebangsaan Dato' Mohd Said,Pekan Nilai,71800,Nilai,Bandar,Kerajaan,1563.0,122.0,Tiada,Tiada,101.797,2.80287,12.811
6069,Negeri Sembilan,Ppd Seremban,Menengah,SMK,NEE4101,Sekolah Menengah Kebangsaan Mantin,"Batu 10, Jalan Besar Mantin",71700,Mantin,Bandar,Kerajaan,1650.0,125.0,Tiada,Ada,101.896,2.82861,13.2
6070,Negeri Sembilan,Ppd Seremban,Menengah,SMK,NEE4102,Sekolah Menengah Kebangsaan (Felda) Seri Sendayan,"Jalan Besar, Felda Sendayan",71950,Seremban,Bandar,Kerajaan,684.0,53.0,Tiada,Tiada,101.846599,2.670816,12.906
6071,Negeri Sembilan,Ppd Tampin,Menengah,SMK,NEE5037,Sekolah Menengah Kebangsaan Tunku Besar,Km 2 Jalan Seremban,73000,Tampin,Bandar,Kerajaan,856.0,90.0,Tiada,Tiada,102.221,2.47442,9.511
6072,Negeri Sembilan,Ppd Tampin,Menengah,SMK,NEE5038,Sekolah Menengah Kebangsaan Tuanku Abdul Rahman,Jalan Tok Sulong,73400,Gemas,Bandar,Kerajaan,951.0,81.0,Tiada,Ada,102.608,2.58378,11.741
6073,Negeri Sembilan,Ppd Tampin,Menengah,SMK,NEE5039,Sekolah Menengah Kebangsaan Bukit Jalor,Jalan Air Kuning,73200,Gemencheh,Luar Bandar,Kerajaan,282.0,36.0,Tiada,Ada,102.488,2.52673,7.833
6074,Negeri Sembilan,Ppd Tampin,Menengah,SMK,NEE5040,Sekolah Menengah Kebangsaan Dato' Mohd Taha,"Km 28, Jalan Tampin Gemas",73200,Gemencheh,Bandar,Kerajaan,1156.0,94.0,Tiada,Ada,102.399,2.52623,12.298
6075,Negeri Sembilan,Ppd Jempol/Jelebu,Menengah,SMK,NEE6001,Sekolah Menengah Kebangsaan Datuk Mansor,Km 4 Jalan Juasseh,72100,Bahau,Bandar,Kerajaan,1196.0,113.0,Tiada,Tiada,102.376316,2.805182,10.584
6076,Negeri Sembilan,Ppd Jempol/Jelebu,Menengah,MODEL KHAS,NEE6002,Sekolah Menengah Kebangsaan Batu Kikir,Batu Kikir,72200,Batu Kikir,Bandar,Kerajaan,1010.0,107.0,Tiada,Tiada,102.316,2.82903,9.439
6077,Negeri Sembilan,Ppd Jempol/Jelebu,Menengah,SM SABK,NFT0001,Sekolah Menengah Agama Kuala Klawang,Jln Masjid Lama,71600,Kuala Klawang,Luar Bandar,Bantuan Kerajaan,102.0,19.0,Tiada,Tiada,102.072617,2.938033,5.368
6078,Negeri Sembilan,Ppd Jempol/Jelebu,Menengah,SM SABK,NFT0002,Sekolah Menengah Agama Dato' Haji Tan Ahmad,Kampung Simpang Durian,72400,Simpang Durian,Luar Bandar,Bantuan Kerajaan,232.0,32.0,Tiada,Tiada,102.225,3.10309,7.25
6079,Negeri Sembilan,Ppd Kuala Pilah,Menengah,SM SABK,NFT1001,Sekolah Menengah Rendah Agama Johol,Kampung Pasit Jalan Tampin-Kuala Pilah,73100,Johol,Luar Bandar,Bantuan Kerajaan,58.0,15.0,Tiada,Tiada,102.260465,2.585363,3.867
6080,Negeri Sembilan,Ppd Kuala Pilah,Menengah,SM SABK,NFT1002,Sekolah Menengah Rendah Agama Ulu Jempol,Batu Kikir,72200,Kuala Pilah,Luar Bandar,Bantuan Kerajaan,76.0,18.0,Tiada,Tiada,102.244,2.86336,4.222
6081,Negeri Sembilan,Ppd Kuala Pilah,Menengah,SM SABK,NFT1003,Sekolah Menengah Agama Sains Kuala Pilah,Kuala Pilah,73100,Johol,Luar Bandar,Bantuan Kerajaan,260.0,46.0,Tiada,Tiada,102.292498,2.6443794,5.652
6082,Negeri Sembilan,Ppd Port Dickson,Menengah,SM SABK,NFT2001,Sekolah Menengah Rendah Agama Chuah,"Km 25, Jalan Port Dickson - Sg Nipah",71960,Port Dickson,Bandar,Bantuan Kerajaan,119.0,22.0,Tiada,Tiada,101.765564,2.604317,5.409
