BIL,State,Education District,School Level,Type of School,School Code,School Name,Correspondence Address,Poscode,City,Urban/Rural,Gov/Gov Aided,Enrollment,N. of Teachers,PreSchool,Integration,X Cood,Y Cood,Student:Teacher Ratio
117,Perak,Ppd Kinta Utara,Rendah,SK,ABA2065,Sekolah Kebangsaan Jelapang Jaya,"Laluan Keranji 5, Kg Dato' Ahmad Said Tambahan 3",30020,Ipoh,Bandar,Kerajaan,165.0,27.0,Ada,Ada,101.075136,4.634638,6.111
118,Perak,Ppd Kinta Utara,Rendah,SK,ABA2066,Sekolah Kebangsaan Buntong,Persiaran Desa Rishah (S) 1/1B,30100,Ipoh,Bandar,Kerajaan,267.0,29.0,Ada,Ada,101.046632,4.58698,9.207
119,Perak,Ppd Kinta Selatan,Rendah,SK,ABA2067,Sekolah Kebangsaan Seri Jaya,"Kampong Seri Jaya, Jalan Changkat Larang",31000,Batu Gajah,Bandar,Kerajaan,357.0,32.0,Ada,Tiada,101.064665,4.478902,11.156
120,Perak,Ppd Kinta Utara,Rendah,SK,ABA2068,Sekolah Kebangsaan Rapat Setia,Jalan Tenaga,31350,Ipoh,Bandar,Kerajaan,428.0,38.0,Ada,Tiada,101.1256958,4.567579449,11.263
121,Perak,Ppd Kinta Utara,Rendah,SK,ABA2069,Sekolah Kebangsaan Wira Jaya,Halaman Ampang,31350,Ipoh,Bandar,Kerajaan,196.0,19.0,Ada,Tiada,101.137528,4.585242276,10.316
122,Perak,Ppd Kinta Utara,Rendah,SK,ABA2070,Sekolah Kebangsaan Seri Mutiara,Jalan Tunku Abdul Rahman,30010,Ipoh,Bandar,Kerajaan,254.0,37.0,Ada,Ada,101.0826627,4.63230319,6.865
123,Perak,Ppd Kinta Utara,Rendah,SK,ABA2071,Sekolah Kebangsaan Tasik Damai,Jalan Tawas Baru Utara,30010,Ipoh,Bandar,Kerajaan,986.0,80.0,Ada,Ada,101.103025,4.656515,12.325
124,Perak,Ppd Kinta Utara,Rendah,SK,ABA2072,Sekolah Kebangsaan Pakatan Jaya,Taman Pakatan Jaya,31150,Ulu Kinta,Bandar,Kerajaan,1082.0,68.0,Ada,Tiada,101.1444562,4.639264785,15.912
125,Perak,Ppd Kinta Utara,Rendah,SK,ABA2073,Sekolah Kebangsaan Kelebang Jaya,Plot 2597,31200,Chemor,Bandar,Kerajaan,1367.0,82.0,Ada,Tiada,101.107051,4.688368,16.671
126,Perak,Ppd Kinta Utara,Rendah,SK,ABA2074,Sekolah Kebangsaan Tanah Hitam,Jalan Ulu Kuang,31200,Chemor,Bandar,Kerajaan,549.0,39.0,Ada,Tiada,101.149156,4.742995,14.077
127,Perak,Ppd Kinta Utara,Rendah,SK,ABA2075,Sekolah Kebangsaan Meru Raya,Meru Raya,30020,Ipoh,Bandar,Kerajaan,488.0,39.0,Ada,Ada,101.089645,4.670887,12.513
128,Perak,Ppd Krian,Rendah,SK,ABA3001,Sekolah Kebangsaan Alor Pongsu,Jalan Selama Alor Pongsu,34300,Bagan Serai,Luar Bandar,Kerajaan,549.0,61.0,Ada,Ada,100.5923582,5.056039897,9.0
129,Perak,Ppd Krian,Rendah,SK,ABA3002,Sekolah Kebangsaan Bagan Serai,Lorong Sekolah,34300,Bagan Serai,Bandar,Kerajaan,358.0,58.0,Ada,Ada,100.537224,5.011188,6.172
130,Perak,Ppd Krian,Rendah,SK,ABA3003,Sekolah Kebangsaan Bukit Merah,Pekan Bukit Merah,34310,Bagan Serai,Luar Bandar,Kerajaan,379.0,35.0,Ada,Tiada,100.654248,5.043386,10.829
131,Perak,Ppd Krian,Rendah,SK,ABA3004,Sekolah Kebangsaan Changkat Lobak,Changkat Lobak,34310,Bagan Serai,Bandar,Kerajaan,150.0,20.0,Ada,Tiada,100.632228,5.128415,7.5
132,Perak,Ppd Krian,Rendah,SK,ABA3005,Sekolah Kebangsaan Dato' Mas'Ud,Jalan Kampung Kedah,34300,Bagan Serai,Bandar,Kerajaan,133.0,23.0,Ada,Tiada,100.555583,4.969275292,5.783
133,Perak,Ppd Krian,Rendah,SK,ABA3006,Sekolah Kebangsaan Kuala Kurau,Jalan Besar Kuala Kurau,34350,Kuala Kurau,Bandar,Kerajaan,381.0,57.0,Ada,Ada,100.433278,5.019701,6.684
134,Perak,Ppd Krian,Rendah,SK,ABA3007,Sekolah Kebangsaan Matang Gerdu,Jalan Siakap,34300,Bagan Serai,Bandar,Kerajaan,677.0,62.0,Ada,Tiada,100.498869,5.019394,10.919
135,Perak,Ppd Krian,Rendah,SK,ABA3008,Sekolah Kebangsaan Matang Jelutong,"Kg Matang Jelutong, Jalan Selama",34300,Bagan Serai,Bandar,Kerajaan,133.0,19.0,Ada,Tiada,100.5625443,5.033052634,7.0
136,Perak,Ppd Krian,Rendah,SK,ABA3009,Sekolah Kebangsaan Parit Haji Taib,Parit Haji Taib,34300,Bagan Serai,Bandar,Kerajaan,175.0,18.0,Ada,Tiada,100.5753836,5.01918015,9.722
137,Perak,Ppd Krian,Rendah,SK,ABA3010,Sekolah Kebangsaan Parit Haji Aman,Parit Haji Aman,34300,Bagan Serai,Bandar,Kerajaan,188.0,28.0,Ada,Tiada,100.5999761,5.016692406,6.714
138,Perak,Ppd Krian,Rendah,SK,ABA3011,Sekolah Kebangsaan Sungai Bogak,Kampung Sungai Bogak,34300,Bagan Serai,Bandar,Kerajaan,142.0,22.0,Ada,Tiada,100.5175521,5.04571969,6.455
139,Perak,Ppd Krian,Rendah,SK,ABA3012,Sekolah Kebangsaan Sri Siakap,Simpang Tiga,34350,Kuala Kurau,Bandar,Kerajaan,306.0,35.0,Ada,Tiada,100.440396,5.030648,8.743
140,Perak,Ppd Krian,Rendah,SK,ABA3013,Sekolah Kebangsaan Tebuk Pancur,Simpang Empat,34400,Semanggol,Bandar,Kerajaan,207.0,29.0,Ada,Tiada,100.6514987,5.0140685,7.138
141,Perak,Ppd Krian,Rendah,SK,ABA3014,Sekolah Kebangsaan Teluk Medan,"Jalan Taiping, Teluk Medan",34300,Bagan Serai,Bandar,Kerajaan,295.0,38.0,Ada,Tiada,100.5758661,4.987589024,7.763
142,Perak,Ppd Krian,Rendah,SK,ABA3015,Sekolah Kebangsaan Telok Pial,Telok Pial,34350,Kuala Kurau,Bandar,Kerajaan,142.0,19.0,Ada,Tiada,100.413725,5.040299,7.474
143,Perak,Ppd Krian,Rendah,SK,ABA3016,Sekolah Kebangsaan Jalan Baharu,Jalan Baharu,34200,Parit Buntar,Bandar,Kerajaan,397.0,43.0,Ada,Tiada,100.468871,5.0602518,9.233
144,Perak,Ppd Krian,Rendah,SK,ABA3017,Sekolah Kebangsaan Haji Ramli,Kedai Empat,34250,Tanjong Piandang,Bandar,Kerajaan,143.0,20.0,Ada,Tiada,100.4358098,5.108283803,7.15
145,Perak,Ppd Krian,Rendah,SK,ABA3018,Sekolah Kebangsaan Kampong Kedah,Kampong Kedah,34200,Parit Buntar,Bandar,Kerajaan,209.0,26.0,Ada,Tiada,100.4793424,5.1169707,8.038
146,Perak,Ppd Krian,Rendah,SK,ABA3019,Sekolah Kebangsaan Sri Kerian,Jalan Ria,34200,Parit Buntar,Bandar,Kerajaan,266.0,40.0,Ada,Ada,100.4880273,5.1274029,6.65
147,Perak,Ppd Krian,Rendah,SK,ABA3020,Sekolah Kebangsaan Parit Hj Wahab,Tanjong Piandang,34250,Tanjong Piandang,Bandar,Kerajaan,218.0,30.0,Ada,Tiada,100.4256107,5.088099876,7.267
148,Perak,Ppd Krian,Rendah,SK,ABA3021,Sekolah Kebangsaan Parit Tok Ngah,Jalan Baharu,34200,Parit Buntar,Bandar,Kerajaan,145.0,19.0,Ada,Tiada,100.4575414,5.0798301,7.632
149,Perak,Ppd Krian,Rendah,SK,ABA3022,Sekolah Kebangsaan Sungai Baharu,Sungai Baharu,34350,Kuala Kurau,Bandar,Kerajaan,167.0,23.0,Ada,Tiada,100.394984,5.040648,7.261
150,Perak,Ppd Krian,Rendah,SK,ABA3023,Sekolah Kebangsaan Sungai Burong,Parit Telok Pial,34350,Kuala Kurau,Bandar,Kerajaan,160.0,18.0,Ada,Tiada,100.438003,5.053268,8.889
151,Perak,Ppd Krian,Rendah,SK,ABA3024,Sekolah Kebangsaan Sungai Star,Jalan Sempadan,34200,Parit Buntar,Bandar,Kerajaan,185.0,24.0,Ada,Tiada,100.4527595,5.127116273,7.708
152,Perak,Ppd Krian,Rendah,SK,ABA3025,Sekolah Kebangsaan Tanah Kebun,Tanah Kebun,34200,Parit Buntar,Bandar,Kerajaan,429.0,38.0,Ada,Tiada,100.4800051,5.076489433,11.289
153,Perak,Ppd Krian,Rendah,SK,ABA3026,Sekolah Kebangsaan Tanjong Piandang,Jalan Atas,34250,Tanjong Piandang,Bandar,Kerajaan,541.0,65.0,Ada,Ada,100.3932061,5.076200844,8.323
154,Perak,Ppd Krian,Rendah,SK,ABA3027,Sekolah Kebangsaan Titi Serong,Titi Serong,34200,Parit Buntar,Bandar,Kerajaan,595.0,52.0,Ada,Ada,100.466431,5.103921,11.442
155,Perak,Ppd Krian,Rendah,SK,ABA3028,Sekolah Kebangsaan Sungai Megat Aris,"Sungai Megat Aris, Bagan Tiang",34250,Tanjong Piandang,Bandar,Kerajaan,377.0,43.0,Ada,Tiada,100.408441,5.106616,8.767
156,Perak,Ppd Krian,Rendah,SK,ABA3029,Sekolah Kebangsaan Gunong Semanggol,"Gunong Semanggol, Simpang Empat",34400,Semanggol,Bandar,Kerajaan,274.0,34.0,Ada,Tiada,100.650746,4.968423,8.059
157,Perak,Ppd Krian,Rendah,SK,ABA3030,Sekolah Kebangsaan Kampong Dew,Kampung Dew,34400,Simpang Empat,Bandar,Kerajaan,122.0,19.0,Ada,Tiada,100.6591518,4.912935908,6.421
158,Perak,Ppd Krian,Rendah,SK,ABA3031,Sekolah Kebangsaan Dato' Alaudin,Kampung Selinsing,34400,Simpang Empat,Bandar,Kerajaan,339.0,35.0,Ada,Tiada,100.6278916,4.927920371,9.686
159,Perak,Ppd Krian,Rendah,SK,ABA3032,Sekolah Kebangsaan Sama Gagah,"Simpang Empat, Semanggol",34400,Simpang Empat,Bandar,Kerajaan,117.0,16.0,Ada,Tiada,100.633659,4.915061026,7.312
160,Perak,Ppd Krian,Rendah,SK,ABA3033,Sekolah Kebangsaan Sungai Kepar,Simpang Empat Semanggol,34400,Simpang Empat,Bandar,Kerajaan,301.0,46.0,Ada,Ada,100.6301828,4.949574517,6.543
161,Perak,Ppd Krian,Rendah,SK,ABA3034,Sekolah Kebangsaan Seri Pinang,Jalan Gula,34400,Simpang Empat,Bandar,Kerajaan,140.0,20.0,Ada,Tiada,100.5976272,4.950312879,7.0
162,Perak,Ppd Krian,Rendah,SK,ABA3035,Sekolah Kebangsaan Kampong Tua,Kampong Tua,34400,Simpang Empat,Bandar,Kerajaan,130.0,16.0,Ada,Tiada,100.6300748,4.968287758,8.125
163,Perak,Ppd Krian,Rendah,SK,ABA3036,Sekolah Kebangsaan Kampong Selamat,Kampong Selamat,34400,Simpang Empat,Luar Bandar,Kerajaan,71.0,16.0,Ada,Tiada,100.6889061,4.985307,4.438
164,Perak,Ppd Krian,Rendah,SK,ABA3037,Sekolah Kebangsaan Haji Dahlan,"Tebok Matau, Simpang Empat",34400,Gunong Semanggol,Bandar,Kerajaan,162.0,21.0,Ada,Tiada,100.632935,4.98865,7.714
165,Perak,Ppd Krian,Rendah,SK,ABA3038,Sekolah Kebangsaan Kuala Gula,Kuala Gula,34350,Kuala Kurau,Luar Bandar,Kerajaan,96.0,19.0,Ada,Ada,100.4672416,4.93892741,5.053
166,Perak,Ppd Krian,Rendah,SK,ABA3039,Sekolah Kebangsaan Kuala Kurau (Baru),Batu 14 Jalan Pantai,34350,Kuala Kurau,Luar Bandar,Kerajaan,222.0,28.0,Ada,Tiada,100.412855,5.017458,7.929
167,Perak,Ppd Krian,Rendah,SK,ABA3040,Sekolah Kebangsaan Baru Parit Buntar,Jalan Sekolah,34200,Parit Buntar,Bandar,Kerajaan,387.0,36.0,Ada,Tiada,100.4806809,5.124809637,10.75
168,Perak,Ppd Krian,Rendah,SK,ABA3041,Sekolah Kebangsaan Wawasan,Pekan Baru,34200,Parit Buntar,Bandar,Kerajaan,209.0,29.0,Ada,Tiada,100.49399,5.118171,7.207
169,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4001,Sekolah Kebangsaan Sayong,Kuala Kangsar,33040,Kuala Kangsar,Bandar,Kerajaan,204.0,30.0,Ada,Tiada,100.9586094,4.775789944,6.8
170,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4002,Sekolah Kebangsaan Kota Lama Kanan,Kota Lama Kanan,33040,Kuala Kangsar,Bandar,Kerajaan,238.0,30.0,Ada,Tiada,100.9521817,4.785571738,7.933
171,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4003,Sekolah Kebangsaan Padang Ampang,Jalan Ipoh,33000,Kuala Kangsar,Bandar,Kerajaan,141.0,18.0,Ada,Tiada,100.9538545,4.81048094,7.833
172,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4004,Sekolah Kebangsaan Beluru,"Jalan Kampung Kubang Halban, Enggor",33600,Kuala Kangsar,Bandar,Kerajaan,138.0,19.0,Ada,Tiada,100.9425992,4.823734717,7.263
173,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4005,Sekolah Kebangsaan Bendang Kering,Kg. Bendang Kering,33040,Kuala Kangsar,Luar Bandar,Kerajaan,123.0,19.0,Ada,Tiada,100.9703579,4.764350877,6.474
174,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4006,Sekolah Kebangsaan Menora,Kampung Menora,33000,Kuala Kangsar,Luar Bandar,Kerajaan,74.0,16.0,Ada,Tiada,100.9463719,4.717240528,4.625
175,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4007,Sekolah Kebangsaan Bekor,Kg. Bekor,33800,Kuala Kangsar,Luar Bandar,Kerajaan,162.0,20.0,Ada,Ada,100.926995,4.578282,8.1
176,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4008,Sekolah Kebangsaan Kuala Kenas,Jalan Kuala Kenas,33000,Kuala Kangsar,Luar Bandar,Kerajaan,15.0,7.0,Tiada,Tiada,100.928062,4.672889816,2.143
177,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4009,Sekolah Kebangsaan Senggang,"Jalan Tun Saban, Kampung Senggang",33000,Kuala Kangsar,Luar Bandar,Kerajaan,100.0,24.0,Ada,Ada,100.9286467,4.668944022,4.167
178,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4010,Sekolah Kebangsaan Rambai Tujuh,Kampung Rambai Tujuh,33000,Kuala Kangsar,Luar Bandar,Kerajaan,41.0,10.0,Tiada,Tiada,100.963873,4.69185,4.1
179,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4011,Sekolah Kebangsaan Sultan Idris Ii,"646, Jln Tun Abdul Razak",33000,Kuala Kangsar,Bandar,Kerajaan,482.0,46.0,Ada,Tiada,100.93501,4.77573,10.478
180,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4012,Sekolah Kebangsaan Raja Perempuan Muzwin,Bukit Chandan,33000,Kuala Kangsar,Luar Bandar,Kerajaan,656.0,53.0,Ada,Tiada,100.944828,4.764274,12.377
181,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4013,Sekolah Kebangsaan Tanah Merah,Lubok Merbau,33010,Kuala Kangsar,Bandar,Kerajaan,71.0,12.0,Ada,Tiada,100.909323,4.811688,5.917
182,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4014,Sekolah Kebangsaan Syeikh Mohd. Idris Al-Marbawi,Lubok Merbau,33010,Kuala Kangsar,Bandar,Kerajaan,274.0,40.0,Ada,Ada,100.89479,4.806117,6.85
183,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4015,Sekolah Kebangsaan Kati,Jalan Besar Kati,33020,Kuala Kangsar,Luar Bandar,Kerajaan,245.0,29.0,Ada,Tiada,100.9064456,4.87803188,8.448
184,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4016,Sekolah Kebangsaan Cheh,Kati,33020,Kuala Kangsar,Luar Bandar,Kerajaan,96.0,12.0,Ada,Tiada,100.9360561,4.878795628,8.0
185,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4017,Sekolah Kebangsaan Sauk,Jalan Lenggong,33500,Kuala Kangsar,Luar Bandar,Kerajaan,209.0,25.0,Ada,Tiada,100.9242891,4.943162695,8.36
186,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4018,Sekolah Kebangsaan Sultan Abdul Aziz,Kampung Ketior,33000,Kuala Kangsar,Bandar,Kerajaan,124.0,18.0,Ada,Tiada,100.91413,4.71479,6.889
187,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4019,Sekolah Kebangsaan Ulu Kenas,Kampung Ulu Kenas,33800,Manong,Bandar,Kerajaan,67.0,17.0,Ada,Tiada,100.901883,4.68275,3.941
188,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4020,Sekolah Kebangsaan Lempor,Jalan Besar Manong,33800,Kuala Kangsar,Luar Bandar,Kerajaan,111.0,17.0,Ada,Tiada,100.8987671,4.652511818,6.529
189,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4021,Sekolah Kebangsaan Jeliang,"Jalan Baru, Kampung Jeliang",33800,Manong,Luar Bandar,Kerajaan,108.0,17.0,Ada,Tiada,100.8749697,4.624176444,6.353
190,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4022,Sekolah Kebangsaan Ara Panjang,Kg. Ara Panjang,33800,Manong,Luar Bandar,Kerajaan,58.0,12.0,Ada,Tiada,100.8904588,4.618099693,4.833
191,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4023,Sekolah Kebangsaan Manong,Jalan Bruas,33800,Manong,Luar Bandar,Kerajaan,220.0,34.0,Ada,Ada,100.8824481,4.590631007,6.471
192,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4024,Sekolah Kebangsaan Ulu Piol,"Jalan Hj Othman, Kg Ulu Piol",33800,Manong,Luar Bandar,Kerajaan,56.0,12.0,Ada,Tiada,100.87874,4.57964,4.667
193,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4025,Sekolah Kebangsaan Talang,Jalan Taiping,33000,Kuala Kangsar,Bandar,Kerajaan,530.0,46.0,Ada,Tiada,100.913889,4.775,11.522
194,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4026,Sekolah Kebangsaan Padang Asam,Padang Asam,33700,Padang Rengas,Bandar,Kerajaan,118.0,16.0,Ada,Tiada,100.88564,4.769872687,7.375
195,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4027,Sekolah Kebangsaan Tun Dr Ismail,Jalan Besar Taiping,33700,Padang Rengas,Luar Bandar,Kerajaan,298.0,40.0,Ada,Ada,100.8487417,4.776864506,7.45
196,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4028,Sekolah Kebangsaan Paya Salak,Padang Rengas,33700,Kuala Kangsar,Luar Bandar,Kerajaan,221.0,29.0,Ada,Tiada,100.8414713,4.795947493,7.621
197,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4029,Sekolah Kebangsaan Laneh,Kampung Laneh Lubok Merbau,33010,Kuala Kangsar,Bandar,Kerajaan,125.0,16.0,Ada,Tiada,100.8564582,4.823786249,7.812
198,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4030,Sekolah Kebangsaan Perempuan,"Jalan Besar, Pekan Padang Rengas",33700,Padang Rengas,Luar Bandar,Kerajaan,214.0,24.0,Ada,Tiada,100.8439965,4.775241602,8.917
199,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4031,Sekolah Kebangsaan Karai,Kg. Karai,33600,Enggor,Bandar,Kerajaan,118.0,17.0,Ada,Tiada,100.9636321,4.839485622,6.941
200,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4032,Sekolah Kebangsaan Sungai Siput (U),Jalan Ipoh,31100,Sungai Siput (U),Bandar,Kerajaan,654.0,48.0,Ada,Tiada,101.079688,4.815224,13.625
201,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4033,Sekolah Kebangsaan Trosor,Kampung Trosor,31100,Sungai Siput (U),Luar Bandar,Kerajaan,128.0,18.0,Ada,Tiada,101.0217282,4.884624129,7.111
202,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4034,Sekolah Kebangsaan Lasah,Pekan Lasah,31100,Sungai Siput (U),Luar Bandar,Kerajaan,163.0,21.0,Ada,Ada,101.1216784,4.953907101,7.762
203,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4035,Sekolah Kebangsaan Rkt Lasah,Jln. Sekolah  Felda Lasah,31120,Sungai Siput (U),Luar Bandar,Kerajaan,199.0,27.0,Ada,Tiada,101.0715529,4.92787555,7.37
204,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4036,Sekolah Kebangsaan Jawang,Salak Utara,31050,Sungai Siput (U),Luar Bandar,Kerajaan,48.0,12.0,Tiada,Tiada,100.982142,4.88310649,4.0
205,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4037,Sekolah Kebangsaan Periang,Kampung Periang,33600,Enggor,Luar Bandar,Kerajaan,58.0,11.0,Tiada,Tiada,100.955538,4.873862655,5.273
206,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4038,Sekolah Kebangsaan Temin,Kampung Temin,31100,Sungai Siput (U),Luar Bandar,Kerajaan,252.0,34.0,Ada,Ada,101.0474076,4.864358128,7.412
207,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4039,Sekolah Kebangsaan Jalong,Kampung Jalong,31100,Sungai Siput (U),Luar Bandar,Kerajaan,125.0,18.0,Ada,Tiada,101.1431134,4.832259958,6.944
208,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4040,Sekolah Kebangsaan Temong,Kg.Temong,33600,Kuala Kangsar,Luar Bandar,Kerajaan,127.0,17.0,Ada,Tiada,100.9468625,4.869313847,7.471
209,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4041,Sekolah Kebangsaan Chegar Galah,Kg. Chegar Galah,33500,Sauk,Luar Bandar,Kerajaan,67.0,13.0,Ada,Tiada,100.9710645,4.899429932,5.154
210,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4042,Sekolah Kebangsaan Lintang,Kg.Lintang,31100,Sungai Siput (U),Luar Bandar,Kerajaan,65.0,12.0,Tiada,Tiada,101.1036732,4.936771374,5.417
211,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4043,Sekolah Kebangsaan Kampung Maamor,Kampung Maamor,31120,Sungai Siput (U),Luar Bandar,Kerajaan,124.0,16.0,Ada,Tiada,101.052967,4.918106231,7.75
212,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4044,Sekolah Kebangsaan Ulu Ribu,Kampung Ulu Ribu,33600,Enggor,Bandar,Kerajaan,41.0,12.0,Ada,Tiada,100.917948,4.852461185,3.417
213,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4045,Sekolah Kebangsaan Seroli,Kampung Bekut,31100,Sungai Siput (U),Luar Bandar,Kerajaan,63.0,12.0,Ada,Tiada,101.0055338,4.918138417,5.25
214,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4046,Sekolah Kebangsaan Jenalik,Kampung Jenalik,33500,Sauk,Luar Bandar,Kerajaan,57.0,20.0,Ada,Ada,100.9240623,4.969841808,2.85
215,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4047,Sekolah Kebangsaan Chenein,Lasah,31110,Sungai Siput (U),Luar Bandar,Kerajaan,179.0,16.0,Tiada,Tiada,101.144316,4.953962,11.188
216,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4048,Sekolah Kebangsaan Perlop 1,Kampung Perlop 1,31100,Sungai Siput (U),Luar Bandar,Kerajaan,60.0,11.0,Ada,Tiada,101.178192,4.904042,5.455
217,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4049,Sekolah Kebangsaan Pos Poi,Lasah,31100,Sungai Siput (U),Luar Bandar,Kerajaan,137.0,19.0,Ada,Ada,101.191754,5.096339,7.211
218,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4050,Sekolah Kebangsaan Pos Perwor,Lasah,31100,Sungai Siput (U),Luar Bandar,Kerajaan,145.0,18.0,Ada,Tiada,101.263989,5.015601,8.056
219,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4051,Sekolah Kebangsaan Pos Legap,Lasah,31100,Kuala Kangsar,Luar Bandar,Kerajaan,325.0,31.0,Ada,Ada,101.270402,4.941088,10.484
220,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4052,Sekolah Kebangsaan Pos Piah,Lasah,31100,Sungai Siput (U),Luar Bandar,Kerajaan,140.0,16.0,Ada,Tiada,101.26896,5.080764,8.75
221,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4053,Sekolah Kebangsaan Kampung Kenang,Jalong Tinggi,31100,Sungai Siput (U),Luar Bandar,Kerajaan,241.0,24.0,Ada,Ada,101.186654,4.852326,10.042
222,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4054,Sekolah Kebangsaan Pos Kuala Mu,Lasah,31100,Sungai Siput (U),Luar Bandar,Kerajaan,123.0,14.0,Ada,Tiada,101.327382,4.84303,8.786
223,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4055,Sekolah Kebangsaan Pos Sungai Pelantok,Sungai Siput(U),31100,Sungai Siput (U),Luar Bandar,Kerajaan,54.0,14.0,Ada,Tiada,101.168992,4.788415,3.857
224,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4056,Sekolah Kebangsaan Raja Muda Musa,Jalan Sultan Iskandar Shah,33000,Kuala Kangsar,Bandar,Kerajaan,540.0,54.0,Ada,Ada,100.926067,4.760233,10.0
225,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4057,Sekolah Kebangsaan Kampung Muhibah,Jalan Jalong,31100,Sungai Siput (U),Bandar,Kerajaan,450.0,47.0,Ada,Ada,101.0911721,4.825903643,9.574
226,Perak,Ppd Kuala Kangsar,Rendah,SK,ABA4058,Sekolah Kebangsaan Kampung Nasib,"Jalan Ipoh, Enggor",33600,Kuala Kangsar,Bandar,Kerajaan,229.0,30.0,Ada,Ada,100.982172,4.835487,7.633
227,Perak,Ppd Hilir Perak,Rendah,SK,ABA5001,Sekolah Kebangsaan Kumpulan Ganda,Batu 7 Jalan Changkat Jong,36000,Teluk Intan,Luar Bandar,Kerajaan,20.0,9.0,Tiada,Tiada,101.200363,3.903968,2.222
228,Perak,Ppd Hilir Perak,Rendah,SK,ABA5002,Sekolah Kebangsaan Sultan Idris 2,Jalan Jawa,36000,Teluk Intan,Bandar,Kerajaan,161.0,20.0,Ada,Tiada,101.02787,4.023897,8.05
229,Perak,Ppd Hilir Perak,Rendah,SK,ABA5003,Sekolah Kebangsaan Seri Intan,Jln Maharani,36000,Teluk Intan,Bandar,Kerajaan,150.0,29.0,Tiada,Ada,101.018926,4.027436,5.172
230,Perak,Ppd Hilir Perak,Rendah,SK,ABA5004,Sekolah Kebangsaan Selabak,Jalan Kampung Selabak,36000,Teluk Intan,Bandar,Kerajaan,241.0,25.0,Ada,Tiada,101.050922,3.971349,9.64
231,Perak,Ppd Hilir Perak,Rendah,SK,ABA5005,Sekolah Kebangsaan Changkat Jong,"Bt 8, Kg. Baru Changkat Jong",36000,Teluk Intan,Bandar,Kerajaan,158.0,20.0,Ada,Tiada,101.122558,3.983093,7.9
